GSenergy_pa_composition_average,BulkModulus_difference,NUnfilled_composition_average,Density_min_value,valence_composition_average,HHIr_composition_average,IsAlkalineEarth_composition_average,Density_arithmetic_average,BCCvolume_padiff_composition_average,HHIp_composition_average,ElectronAffinity_composition_average,NfUnfilled_composition_average,IsRareEarth_composition_average,IsHexagonal_composition_average,ThermalConductivity_composition_average,ElectricalConductivity_composition_average,IonicRadii_composition_average,Polarizability_min_value,NValance_composition_average,ElasticModulus_composition_average,AtomicRadii_composition_average,BCCmagmom_composition_average,BCCfermi_composition_average,NfUnfilled_max_value,BCCenergy_pa_composition_average
-5.120110096,275,3.683333333,1738,2.736666667,1535,0.263333333,2299.333333,-0.680166667,3441,-39.41666667,0,0,0.263333333,75.67,8.537666667,0.380733333,3.03,2.736666667,310.627,1.174766667,0,8.459323035,0,-3.965067258
-8.505825594,94,6.50375,2700,4.49625,6826.75,0,8193.333333,0.1087625,6755.875,82.89,0,0,0.00375,99.409875,14.363,0.6157125,6.8,4.54875,95.75625,1.42975625,0,5.616750589,0,-8.481342909
-4.086060297,130.4,2,1.429,2.077101002,1147.648419,0.154202005,4025.4858,-0.980666924,1903.238242,91.0074788,0,0.077101002,0.077101002,110.7759274,16.8157286,1.197224364,0.802,6.308404009,35.15805705,1.155674634,6.2074E-05,3.61054468,0,-2.831131577
-4.043054681,130.4,1.605678233,1.429,2.078864353,1225.55205,0.157728707,5245.60725,-0.935094637,1864.353312,98.0637224,0.315457413,0.078864353,0.078864353,98.76074385,14.88958991,1.215457413,0.802,7.025236593,36.35646688,1.17692429,0,3.172272679,4,-2.812478537
-4.051370372,130.4,1.456422018,1.429,2.076452599,1211.314985,0.155198777,5374.35725,-0.940328746,1832.568807,98.84977064,0.152905199,0.076452599,0.076452599,97.59738532,14.68035168,1.216292049,0.802,7.156727829,36.51299694,1.167545872,0,3.155760041,2,-2.802423203
-6.205025692,127,4.642857143,2260,4.214285714,1510.714286,0,3566.666667,-4.532214286,4370,115.605,0,0,0.007142857,121.8071429,0.857954286,0.319285714,1.67,4.214285714,153.8214286,1.317285714,0,9.164271024,0,-5.766919395
-4.142906788,130.4,2.173343606,1.429,2.096302003,1211.864407,0.134822804,4025.4858,-0.911700693,1971.879815,99.42049307,0,0.096302003,0.096302003,99.40380986,15.0288906,1.21825886,0.802,6.32742681,35.35053929,1.16414869,7.75327E-05,3.649206589,0,-2.885937602
-4.186891366,130.4,2,1.429,2.077351485,1213.56745,0.15470297,3906.6858,-1.012701114,1931.002475,88.29214109,0,0,0.077351485,96.51145167,14.78573639,1.208941832,0.802,6.309405941,35.88335396,1.167151918,0,3.167096738,0,-2.93726611
-4.243036731,170.4,2.023255814,1.429,2.100775194,1174.418605,0.15503876,5162.2858,-0.934302326,1850.387597,94.75193798,0,0,0.07751938,90.3686093,13.61782946,1.216899225,0.802,6.286821705,37.79844961,1.171426357,0.001501563,3.177526117,0,-2.994353916
-4.03238252,130.4,1.702427565,1.429,2.101801096,1229.835552,0.156617071,5377.2858,-0.962803446,1946.358653,96.26914644,0.313234143,0.078308536,0.078308536,89.59986672,13.4009397,1.214173845,0.802,7.064996085,33.44557557,1.176875489,0,3.161501229,4,-2.794381875
-3.350609296,130.4,1.126924988,1.429,2,1395.678092,0.248385494,6621.0858,-1.252382788,1878.539493,72.34080974,0,0,0.003725782,54.48006766,8.194982613,1.274602583,-5.816666667,8.115002484,21.25310482,1.276400894,0,2.891977854,0,-2.178601889
-4.271137645,360.4,2.030769231,1.429,2.115384615,1183.076923,0.153846154,7584.6858,-0.939730769,1866.923077,94.47461538,0,0,0.084615385,94.12013846,14.15461538,1.217692308,0.802,6.384615385,38.16153846,1.169476923,0,3.193778477,0,-3.013858017
-7.814924583,84,6.3,2700,4.7,2980,0,4711,-0.815,3615,63.75,0,0,0,46.855,4.8850006,0.538,5.84,6.7,123.275,1.33625,0,6.105478668,0,-7.742627852
-9.285021422,60,7.28,6110,4.72,3464,0,9330,-0.0924,3605.333333,38.45333333,0,0,0.28,29.77066667,3.970666667,0.626533333,12.4,8.64,130.4666667,1.3948,0,5.889926257,0,-9.234719429
-4.646432471,112,3.828426539,1.429,2.281729821,1374.489365,0,5551.85725,-0.861660093,3190.519792,111.889407,0,0.281729821,0.284547119,59.64164989,8.962389069,1.238033526,-5.816666667,5.861952388,31.47203832,1.13049021,0.000226821,4.580614944,0,-3.277563355
-4.652544917,112,3.844756634,1.429,2.283808713,1379.80701,0,5022.476333,-0.85545977,3210.373208,112.0096069,0,0.283808713,0.283808713,60.88862889,9.152830992,1.23680999,0.802,5.858095644,31.78657585,1.133292181,0.000228494,4.593051664,0,-3.290652914
-6.005709194,163,2.99,1550,4.97,2296.333333,0.166666667,6012.75,-1.211383333,2957,12.12666667,0,0,0.01,90.298,12.15033333,0.636,4.31,9.343333333,121.97,1.412286667,1.051065144,5.863421683,0,-5.855886067
-3.992347101,123,1.724770642,1.429,2.406290957,1720.183486,0.183486239,4558.904833,-1.568840105,2050.458716,76.41454784,0,0,0.01310616,70.05483119,11.08256881,1.212581913,0.4,8.896461337,24.77588467,1.189501966,0,3.796134867,0,-2.729984584
-4.279821884,170.4,2.046403712,1.429,2.100541377,1200.696056,0.154679041,5160.6858,-0.931960557,1895.978345,93.90819799,0,0,0.100541377,90.37533503,13.66279969,1.216395978,0.802,6.26295437,37.71075019,1.170564578,0.039072789,3.20152201,0,-3.028866382
-3.963389824,107,1.626666667,1.251,2.24,1543.333333,0.266666667,5286.097143,-1.201658333,1912,48.778,0,0,0.1,57.2462932,9.777533333,1.200333333,0.802,6.906666667,22.02,1.260466667,0,3.567113308,0,-2.594929064
-4.33721953,130.4,2.166666667,1.429,2.083333333,1058.333333,0.166666667,4225.85725,-1.16875,1783.333333,95.25833333,0,0,0.083333333,38.09493333,5.675,1.315833333,0.802,5.5,17.86666667,1.114,0,2.949864877,0,-2.792353517
-4.474288619,188,2.675714286,1.429,2.5,1721.428571,0.142857143,6472.0715,-1.134128571,2021.428571,84.95714286,0.519285714,0.071428571,0.142857143,67.09501429,10.51228571,1.205114286,0.802,6.545714286,54.39071429,1.130336429,4.09286E-06,3.494997345,10,-3.100863754
-3.891170779,143,1.44061086,1.429,2.075226244,1149.321267,0.226244344,5761.632714,-1.30236991,1584.728507,67.50180995,0,0,0,92.07665656,14.52058824,1.215288462,0.4,6.584276018,26.18156109,1.154533371,0,3.282547891,0,-2.56538133
-3.723759475,130.4,1.682875264,1.429,2.095137421,1535.940803,0.221987315,5166.2858,-1.102325581,1904.862579,71.95623679,0,0,0.095137421,93.31039154,14.09302326,1.26744186,0.802,7.902748414,24.61945032,1.211818182,0,3.535466332,0,-2.509071274
